country,country_name,sector,prism_score,structural_score,fundamentals_score,behavior_score,topdown_score,num_firms,top_firms,porter_score,lifecycle_score,barriers,substitutes,rivalry,market_behavior_score,ret_12m,ret_6m,ann_vol,max_drawdown,beta,growth_score,gdp_pc_score,swot_score
ES,Spain,Health Care,44.42,48.5,50.0,50.0,24.35,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,45.0,32.8,50.0
ES,Spain,Industrials,44.42,48.5,50.0,50.0,24.35,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,45.0,32.8,50.0
ES,Spain,Information Technology,45.47,52.0,50.0,50.0,24.35,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,45.0,32.8,50.0
ES,Spain,Materials,44.42,48.5,50.0,50.0,24.35,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,45.0,32.8,50.0
ES,Spain,Real Estate,43.37,45.0,50.0,50.0,24.35,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,45.0,32.8,50.0
ES,Spain,Utilities,43.37,45.0,50.0,50.0,24.35,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,45.0,32.8,50.0
AU,Australia,Communication Services,47.89,52.0,50.0,50.0,36.46,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,40.0,64.6,50.0
AU,Australia,Consumer Discretionary,47.37,50.25,50.0,50.0,36.46,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,40.0,64.6,50.0
AU,Australia,Consumer Staples,47.37,50.25,50.0,50.0,36.46,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,40.0,64.6,50.0
AU,Australia,Energy,46.84,48.5,50.0,50.0,36.46,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,40.0,64.6,50.0
AU,Australia,Financials,46.84,48.5,50.0,50.0,36.46,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,40.0,64.6,50.0
AU,Australia,Health Care,57.72,48.5,79.18,42.08,36.46,1,['PME.AX'],42.5,62.5,2.5,3.0,3.0,42.08,-0.0704,-0.0785,0.3761,0.4042,1.0,40.0,64.6,50.0
AU,Australia,Industrials,42.24,48.5,34.85,64.54,36.46,2,"['NWH.AX', 'ASB.AX']",42.5,62.5,2.5,3.0,3.0,64.54,1.2177,0.0252,0.4602,0.2611,1.0,40.0,64.6,50.0
AU,Australia,Information Technology,47.89,52.0,50.0,50.0,36.46,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,40.0,64.6,50.0
AU,Australia,Materials,46.84,48.5,50.0,50.0,36.46,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,40.0,64.6,50.0
AU,Australia,Real Estate,50.89,45.0,64.25,43.99,36.46,1,['GMG.AX'],37.5,62.5,2.5,2.0,3.0,43.99,-0.2127,-0.1277,0.265,0.3251,1.0,40.0,64.6,50.0
AU,Australia,Utilities,45.79,45.0,50.0,50.0,36.46,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,40.0,64.6,50.0
MX,Mexico,Communication Services,44.15,52.0,50.0,50.0,17.76,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,52.0,12.94,50.0
MX,Mexico,Consumer Discretionary,43.63,50.25,50.0,50.0,17.76,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,52.0,12.94,50.0
MX,Mexico,Consumer Staples,43.63,50.25,50.0,50.0,17.76,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,52.0,12.94,50.0
MX,Mexico,Energy,43.1,48.5,50.0,50.0,17.76,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,52.0,12.94,50.0
MX,Mexico,Financials,43.1,48.5,50.0,50.0,17.76,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,52.0,12.94,50.0
MX,Mexico,Health Care,43.1,48.5,50.0,50.0,17.76,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,52.0,12.94,50.0
MX,Mexico,Industrials,43.1,48.5,50.0,50.0,17.76,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,52.0,12.94,50.0
MX,Mexico,Information Technology,44.15,52.0,50.0,50.0,17.76,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,52.0,12.94,50.0
MX,Mexico,Materials,43.1,48.5,50.0,50.0,17.76,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,52.0,12.94,50.0
MX,Mexico,Real Estate,42.05,45.0,50.0,50.0,17.76,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,52.0,12.94,50.0
MX,Mexico,Utilities,42.05,45.0,50.0,50.0,17.76,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,52.0,12.94,50.0
ID,Indonesia,Communication Services,47.34,52.0,56.15,60.1,16.37,1,['TLKM.JK'],47.5,62.5,2.5,4.0,3.0,60.1,0.5471,0.3716,0.3379,0.4228,1.0,70.0,4.11,50.0
ID,Indonesia,Consumer Discretionary,43.35,50.25,50.0,50.0,16.37,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,70.0,4.11,50.0
ID,Indonesia,Consumer Staples,43.35,50.25,50.0,50.0,16.37,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,70.0,4.11,50.0
ID,Indonesia,Energy,42.82,48.5,50.0,50.0,16.37,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,70.0,4.11,50.0
ID,Indonesia,Financials,35.77,48.5,36.31,34.19,16.37,1,['ARTO.JK'],42.5,62.5,2.5,3.0,3.0,34.19,-0.1914,0.1662,0.5302,0.6493,1.0,70.0,4.11,50.0
ID,Indonesia,Health Care,40.58,48.5,47.8,36.32,16.37,1,['KLBF.JK'],42.5,62.5,2.5,3.0,3.0,36.32,-0.2083,-0.2658,0.3676,0.42,1.0,70.0,4.11,50.0
ID,Indonesia,Industrials,33.94,48.5,30.1,40.73,16.37,1,['JSMR.JK'],42.5,62.5,2.5,3.0,3.0,40.73,-0.2242,-0.1047,0.3212,0.3913,1.0,70.0,4.11,50.0
ID,Indonesia,Information Technology,43.87,52.0,50.0,50.0,16.37,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,70.0,4.11,50.0
ID,Indonesia,Materials,33.91,48.5,30.63,38.37,16.37,1,['INCO.JK'],42.5,62.5,2.5,3.0,3.0,38.37,0.0558,0.1114,0.4864,0.6462,1.0,70.0,4.11,50.0
ID,Indonesia,Real Estate,41.77,45.0,50.0,50.0,16.37,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,70.0,4.11,50.0
ID,Indonesia,Utilities,41.77,45.0,50.0,50.0,16.37,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,70.0,4.11,50.0
NL,Netherlands,Communication Services,47.07,52.0,50.0,50.0,32.37,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,21.0,63.38,50.0
NL,Netherlands,Consumer Discretionary,46.55,50.25,50.0,50.0,32.37,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,21.0,63.38,50.0
NL,Netherlands,Consumer Staples,46.55,50.25,50.0,50.0,32.37,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,21.0,63.38,50.0
NL,Netherlands,Energy,46.02,48.5,50.0,50.0,32.37,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,21.0,63.38,50.0
NL,Netherlands,Financials,46.02,48.5,50.0,50.0,32.37,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,21.0,63.38,50.0
NL,Netherlands,Health Care,46.02,48.5,50.0,50.0,32.37,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,21.0,63.38,50.0
NL,Netherlands,Industrials,46.02,48.5,50.0,50.0,32.37,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,21.0,63.38,50.0
NL,Netherlands,Information Technology,47.07,52.0,50.0,50.0,32.37,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,21.0,63.38,50.0
NL,Netherlands,Materials,46.02,48.5,50.0,50.0,32.37,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,21.0,63.38,50.0
NL,Netherlands,Real Estate,44.97,45.0,50.0,50.0,32.37,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,21.0,63.38,50.0
NL,Netherlands,Utilities,44.97,45.0,50.0,50.0,32.37,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,21.0,63.38,50.0
SA,Saudi Arabia,Communication Services,44.05,52.0,50.0,50.0,17.25,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,12.0,29.14,50.0
SA,Saudi Arabia,Consumer Discretionary,43.53,50.25,50.0,50.0,17.25,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,12.0,29.14,50.0
SA,Saudi Arabia,Consumer Staples,43.53,50.25,50.0,50.0,17.25,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,12.0,29.14,50.0
SA,Saudi Arabia,Energy,43.0,48.5,50.0,50.0,17.25,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,12.0,29.14,50.0
SA,Saudi Arabia,Financials,43.0,48.5,50.0,50.0,17.25,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,12.0,29.14,50.0
SA,Saudi Arabia,Health Care,43.0,48.5,50.0,50.0,17.25,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,12.0,29.14,50.0
SA,Saudi Arabia,Industrials,43.0,48.5,50.0,50.0,17.25,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,12.0,29.14,50.0
SA,Saudi Arabia,Information Technology,44.05,52.0,50.0,50.0,17.25,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,12.0,29.14,50.0
SA,Saudi Arabia,Materials,43.0,48.5,50.0,50.0,17.25,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,12.0,29.14,50.0
SA,Saudi Arabia,Real Estate,41.95,45.0,50.0,50.0,17.25,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,12.0,29.14,50.0
SA,Saudi Arabia,Utilities,41.95,45.0,50.0,50.0,17.25,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,12.0,29.14,50.0
TR,Turkey,Communication Services,44.34,52.0,50.0,50.0,18.68,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,65.0,12.56,50.0
TR,Turkey,Consumer Discretionary,43.81,50.25,50.0,50.0,18.68,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,65.0,12.56,50.0
TR,Turkey,Consumer Staples,43.81,50.25,50.0,50.0,18.68,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,65.0,12.56,50.0
TR,Turkey,Energy,43.29,48.5,50.0,50.0,18.68,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,65.0,12.56,50.0
TR,Turkey,Financials,43.29,48.5,50.0,50.0,18.68,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,65.0,12.56,50.0
TR,Turkey,Health Care,43.29,48.5,50.0,50.0,18.68,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,65.0,12.56,50.0
TR,Turkey,Industrials,43.29,48.5,50.0,50.0,18.68,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,65.0,12.56,50.0
TR,Turkey,Information Technology,44.34,52.0,50.0,50.0,18.68,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,65.0,12.56,50.0
TR,Turkey,Materials,43.29,48.5,50.0,50.0,18.68,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,65.0,12.56,50.0
TR,Turkey,Real Estate,42.24,45.0,50.0,50.0,18.68,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,65.0,12.56,50.0
TR,Turkey,Utilities,42.24,45.0,50.0,50.0,18.68,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,65.0,12.56,50.0
CH,Switzerland,Communication Services,50.13,52.0,50.0,50.0,47.63,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,27.0,100.0,50.0
CH,Switzerland,Consumer Discretionary,49.6,50.25,50.0,50.0,47.63,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,27.0,100.0,50.0
CH,Switzerland,Consumer Staples,49.6,50.25,50.0,50.0,47.63,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,27.0,100.0,50.0
CH,Switzerland,Energy,49.08,48.5,50.0,50.0,47.63,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,27.0,100.0,50.0
CH,Switzerland,Financials,49.08,48.5,50.0,50.0,47.63,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,27.0,100.0,50.0
CH,Switzerland,Health Care,49.08,48.5,50.0,50.0,47.63,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,27.0,100.0,50.0
CH,Switzerland,Industrials,49.08,48.5,50.0,50.0,47.63,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,27.0,100.0,50.0
CH,Switzerland,Information Technology,50.13,52.0,50.0,50.0,47.63,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,27.0,100.0,50.0
CH,Switzerland,Materials,49.08,48.5,50.0,50.0,47.63,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,27.0,100.0,50.0
CH,Switzerland,Real Estate,48.03,45.0,50.0,50.0,47.63,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,27.0,100.0,50.0
CH,Switzerland,Utilities,48.03,45.0,50.0,50.0,47.63,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,27.0,100.0,50.0
PL,Poland,Communication Services,43.68,52.0,50.0,50.0,15.4,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,22.0,21.53,50.0
PL,Poland,Consumer Discretionary,43.16,50.25,50.0,50.0,15.4,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,21.53,50.0
PL,Poland,Consumer Staples,43.16,50.25,50.0,50.0,15.4,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,21.53,50.0
PL,Poland,Energy,42.63,48.5,50.0,50.0,15.4,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,21.53,50.0
PL,Poland,Financials,42.63,48.5,50.0,50.0,15.4,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,21.53,50.0
PL,Poland,Health Care,42.63,48.5,50.0,50.0,15.4,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,21.53,50.0
PL,Poland,Industrials,42.63,48.5,50.0,50.0,15.4,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,21.53,50.0
PL,Poland,Information Technology,43.68,52.0,50.0,50.0,15.4,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,22.0,21.53,50.0
PL,Poland,Materials,42.63,48.5,50.0,50.0,15.4,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,21.53,50.0
PL,Poland,Real Estate,41.58,45.0,50.0,50.0,15.4,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,22.0,21.53,50.0
PL,Poland,Utilities,41.58,45.0,50.0,50.0,15.4,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,22.0,21.53,50.0
TW,Taiwan,Communication Services,44.9,52.0,50.0,50.0,21.51,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,34.0,32.46,50.0
TW,Taiwan,Consumer Discretionary,44.38,50.25,50.0,50.0,21.51,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,32.46,50.0
TW,Taiwan,Consumer Staples,44.38,50.25,50.0,50.0,21.51,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,32.46,50.0
TW,Taiwan,Energy,43.85,48.5,50.0,50.0,21.51,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,32.46,50.0
TW,Taiwan,Financials,43.85,48.5,50.0,50.0,21.51,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,32.46,50.0
TW,Taiwan,Health Care,43.85,48.5,50.0,50.0,21.51,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,32.46,50.0
TW,Taiwan,Industrials,43.85,48.5,50.0,50.0,21.51,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,32.46,50.0
TW,Taiwan,Information Technology,44.9,52.0,50.0,50.0,21.51,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,34.0,32.46,50.0
TW,Taiwan,Materials,43.85,48.5,50.0,50.0,21.51,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,32.46,50.0
TW,Taiwan,Real Estate,42.8,45.0,50.0,50.0,21.51,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,34.0,32.46,50.0
TW,Taiwan,Utilities,42.8,45.0,50.0,50.0,21.51,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,34.0,32.46,50.0
BE,Belgium,Communication Services,46.57,52.0,50.0,50.0,29.87,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,34.0,53.89,50.0
BE,Belgium,Consumer Discretionary,46.05,50.25,50.0,50.0,29.87,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,53.89,50.0
BE,Belgium,Consumer Staples,46.05,50.25,50.0,50.0,29.87,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,53.89,50.0
BE,Belgium,Energy,45.52,48.5,50.0,50.0,29.87,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,53.89,50.0
BE,Belgium,Financials,45.52,48.5,50.0,50.0,29.87,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,53.89,50.0
BE,Belgium,Health Care,45.52,48.5,50.0,50.0,29.87,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,53.89,50.0
BE,Belgium,Industrials,45.52,48.5,50.0,50.0,29.87,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,53.89,50.0
BE,Belgium,Information Technology,46.57,52.0,50.0,50.0,29.87,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,34.0,53.89,50.0
BE,Belgium,Materials,45.52,48.5,50.0,50.0,29.87,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,34.0,53.89,50.0
BE,Belgium,Real Estate,44.47,45.0,50.0,50.0,29.87,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,34.0,53.89,50.0
BE,Belgium,Utilities,44.47,45.0,50.0,50.0,29.87,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,34.0,53.89,50.0
AR,Argentina,Communication Services,42.39,52.0,50.0,50.0,8.96,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,4.0,12.84,50.0
AR,Argentina,Consumer Discretionary,41.87,50.25,50.0,50.0,8.96,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,4.0,12.84,50.0
AR,Argentina,Consumer Staples,41.87,50.25,50.0,50.0,8.96,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,4.0,12.84,50.0
AR,Argentina,Energy,41.34,48.5,50.0,50.0,8.96,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,4.0,12.84,50.0
AR,Argentina,Financials,41.34,48.5,50.0,50.0,8.96,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,4.0,12.84,50.0
AR,Argentina,Health Care,41.34,48.5,50.0,50.0,8.96,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,4.0,12.84,50.0
AR,Argentina,Industrials,41.34,48.5,50.0,50.0,8.96,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,4.0,12.84,50.0
AR,Argentina,Information Technology,42.39,52.0,50.0,50.0,8.96,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,4.0,12.84,50.0
AR,Argentina,Materials,41.34,48.5,50.0,50.0,8.96,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,4.0,12.84,50.0
AR,Argentina,Real Estate,40.29,45.0,50.0,50.0,8.96,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,4.0,12.84,50.0
AR,Argentina,Utilities,40.29,45.0,50.0,50.0,8.96,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,4.0,12.84,50.0
SE,Sweden,Communication Services,46.26,52.0,50.0,50.0,28.28,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,18.0,56.05,50.0
SE,Sweden,Consumer Discretionary,45.73,50.25,50.0,50.0,28.28,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,18.0,56.05,50.0
SE,Sweden,Consumer Staples,45.73,50.25,50.0,50.0,28.28,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,18.0,56.05,50.0
SE,Sweden,Energy,45.21,48.5,50.0,50.0,28.28,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,18.0,56.05,50.0
SE,Sweden,Financials,45.21,48.5,50.0,50.0,28.28,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,18.0,56.05,50.0
SE,Sweden,Health Care,45.21,48.5,50.0,50.0,28.28,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,18.0,56.05,50.0
SE,Sweden,Industrials,45.21,48.5,50.0,50.0,28.28,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,18.0,56.05,50.0
SE,Sweden,Information Technology,46.26,52.0,50.0,50.0,28.28,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,18.0,56.05,50.0
SE,Sweden,Materials,45.21,48.5,50.0,50.0,28.28,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,18.0,56.05,50.0
SE,Sweden,Real Estate,44.16,45.0,50.0,50.0,28.28,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,18.0,56.05,50.0
SE,Sweden,Utilities,44.16,45.0,50.0,50.0,28.28,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,18.0,56.05,50.0
IE,Ireland,Communication Services,50.09,52.0,50.0,50.0,47.45,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,29.0,100.0,50.0
IE,Ireland,Consumer Discretionary,49.57,50.25,50.0,50.0,47.45,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,29.0,100.0,50.0
IE,Ireland,Consumer Staples,49.57,50.25,50.0,50.0,47.45,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,29.0,100.0,50.0
IE,Ireland,Energy,49.04,48.5,50.0,50.0,47.45,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,29.0,100.0,50.0
IE,Ireland,Financials,49.04,48.5,50.0,50.0,47.45,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,29.0,100.0,50.0
IE,Ireland,Health Care,49.04,48.5,50.0,50.0,47.45,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,29.0,100.0,50.0
IE,Ireland,Industrials,49.04,48.5,50.0,50.0,47.45,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,29.0,100.0,50.0
IE,Ireland,Information Technology,50.09,52.0,50.0,50.0,47.45,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,29.0,100.0,50.0
IE,Ireland,Materials,49.04,48.5,50.0,50.0,47.45,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,29.0,100.0,50.0
IE,Ireland,Real Estate,47.99,45.0,50.0,50.0,47.45,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,29.0,100.0,50.0
IE,Ireland,Utilities,47.99,45.0,50.0,50.0,47.45,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,29.0,100.0,50.0
