country,country_name,sector,prism_score,structural_score,fundamentals_score,behavior_score,topdown_score,num_firms,top_firms,porter_score,lifecycle_score,barriers,substitutes,rivalry,market_behavior_score,ret_12m,ret_6m,ann_vol,max_drawdown,beta,growth_score,gdp_pc_score,swot_score
AT,Austria,Communication Services,46.15,52.0,50.0,50.0,27.75,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,13.0,56.87,50.0
AT,Austria,Consumer Discretionary,45.62,50.25,50.0,50.0,27.75,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,13.0,56.87,50.0
AT,Austria,Consumer Staples,45.62,50.25,50.0,50.0,27.75,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,13.0,56.87,50.0
AT,Austria,Energy,45.1,48.5,50.0,50.0,27.75,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,13.0,56.87,50.0
AT,Austria,Financials,45.1,48.5,50.0,50.0,27.75,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,13.0,56.87,50.0
AT,Austria,Health Care,45.1,48.5,50.0,50.0,27.75,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,13.0,56.87,50.0
AT,Austria,Industrials,45.1,48.5,50.0,50.0,27.75,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,13.0,56.87,50.0
AT,Austria,Information Technology,46.15,52.0,50.0,50.0,27.75,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,13.0,56.87,50.0
AT,Austria,Materials,45.1,48.5,50.0,50.0,27.75,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,13.0,56.87,50.0
AT,Austria,Real Estate,44.05,45.0,50.0,50.0,27.75,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,13.0,56.87,50.0
AT,Austria,Utilities,44.05,45.0,50.0,50.0,27.75,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,13.0,56.87,50.0
TH,Thailand,Communication Services,43.07,52.0,50.0,50.0,12.35,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,45.0,6.37,50.0
TH,Thailand,Consumer Discretionary,42.54,50.25,50.0,50.0,12.35,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,45.0,6.37,50.0
TH,Thailand,Consumer Staples,42.54,50.25,50.0,50.0,12.35,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,45.0,6.37,50.0
TH,Thailand,Energy,42.02,48.5,50.0,50.0,12.35,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,45.0,6.37,50.0
TH,Thailand,Financials,42.02,48.5,50.0,50.0,12.35,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,45.0,6.37,50.0
TH,Thailand,Health Care,42.02,48.5,50.0,50.0,12.35,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,45.0,6.37,50.0
TH,Thailand,Industrials,42.02,48.5,50.0,50.0,12.35,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,45.0,6.37,50.0
TH,Thailand,Information Technology,43.07,52.0,50.0,50.0,12.35,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,45.0,6.37,50.0
TH,Thailand,Materials,42.02,48.5,50.0,50.0,12.35,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,45.0,6.37,50.0
TH,Thailand,Real Estate,40.97,45.0,50.0,50.0,12.35,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,45.0,6.37,50.0
TH,Thailand,Utilities,40.97,45.0,50.0,50.0,12.35,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,45.0,6.37,50.0
SG,Singapore,Communication Services,49.16,52.0,50.0,50.0,42.81,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,31.0,87.77,50.0
SG,Singapore,Consumer Discretionary,48.64,50.25,50.0,50.0,42.81,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,31.0,87.77,50.0
SG,Singapore,Consumer Staples,48.64,50.25,50.0,50.0,42.81,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,31.0,87.77,50.0
SG,Singapore,Energy,48.11,48.5,50.0,50.0,42.81,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,31.0,87.77,50.0
SG,Singapore,Financials,48.11,48.5,50.0,50.0,42.81,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,31.0,87.77,50.0
SG,Singapore,Health Care,48.11,48.5,50.0,50.0,42.81,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,31.0,87.77,50.0
SG,Singapore,Industrials,48.11,48.5,50.0,50.0,42.81,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,31.0,87.77,50.0
SG,Singapore,Information Technology,49.16,52.0,50.0,50.0,42.81,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,31.0,87.77,50.0
SG,Singapore,Materials,48.11,48.5,50.0,50.0,42.81,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,31.0,87.77,50.0
SG,Singapore,Real Estate,47.06,45.0,50.0,50.0,42.81,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,31.0,87.77,50.0
SG,Singapore,Utilities,47.06,45.0,50.0,50.0,42.81,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,31.0,87.77,50.0
IL,Israel,Communication Services,46.82,52.0,50.0,50.0,31.1,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,40.0,55.09,50.0
IL,Israel,Consumer Discretionary,46.3,50.25,50.0,50.0,31.1,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,40.0,55.09,50.0
IL,Israel,Consumer Staples,46.3,50.25,50.0,50.0,31.1,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,40.0,55.09,50.0
IL,Israel,Energy,45.77,48.5,50.0,50.0,31.1,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,40.0,55.09,50.0
IL,Israel,Financials,45.77,48.5,50.0,50.0,31.1,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,40.0,55.09,50.0
IL,Israel,Health Care,45.77,48.5,50.0,50.0,31.1,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,40.0,55.09,50.0
IL,Israel,Industrials,45.77,48.5,50.0,50.0,31.1,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,40.0,55.09,50.0
IL,Israel,Information Technology,46.82,52.0,50.0,50.0,31.1,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,40.0,55.09,50.0
IL,Israel,Materials,45.77,48.5,50.0,50.0,31.1,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,40.0,55.09,50.0
IL,Israel,Real Estate,44.72,45.0,50.0,50.0,31.1,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,40.0,55.09,50.0
IL,Israel,Utilities,44.72,45.0,50.0,50.0,31.1,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,40.0,55.09,50.0
NO,Norway,Communication Services,49.04,52.0,50.0,50.0,42.22,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,25.0,88.64,50.0
NO,Norway,Consumer Discretionary,48.52,50.25,50.0,50.0,42.22,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,25.0,88.64,50.0
NO,Norway,Consumer Staples,48.52,50.25,50.0,50.0,42.22,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,25.0,88.64,50.0
NO,Norway,Energy,47.99,48.5,50.0,50.0,42.22,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,25.0,88.64,50.0
NO,Norway,Financials,47.99,48.5,50.0,50.0,42.22,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,25.0,88.64,50.0
NO,Norway,Health Care,47.99,48.5,50.0,50.0,42.22,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,25.0,88.64,50.0
NO,Norway,Industrials,47.99,48.5,50.0,50.0,42.22,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,25.0,88.64,50.0
NO,Norway,Information Technology,49.04,52.0,50.0,50.0,42.22,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,25.0,88.64,50.0
NO,Norway,Materials,47.99,48.5,50.0,50.0,42.22,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,25.0,88.64,50.0
NO,Norway,Real Estate,46.94,45.0,50.0,50.0,42.22,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,25.0,88.64,50.0
NO,Norway,Utilities,46.94,45.0,50.0,50.0,42.22,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,25.0,88.64,50.0
AE,UAE,Communication Services,46.8,52.0,50.0,50.0,31.02,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,56.0,48.94,50.0
AE,UAE,Consumer Discretionary,46.28,50.25,50.0,50.0,31.02,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,56.0,48.94,50.0
AE,UAE,Consumer Staples,46.28,50.25,50.0,50.0,31.02,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,56.0,48.94,50.0
AE,UAE,Energy,45.75,48.5,50.0,50.0,31.02,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,56.0,48.94,50.0
AE,UAE,Financials,45.75,48.5,50.0,50.0,31.02,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,56.0,48.94,50.0
AE,UAE,Health Care,45.75,48.5,50.0,50.0,31.02,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,56.0,48.94,50.0
AE,UAE,Industrials,45.75,48.5,50.0,50.0,31.02,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,56.0,48.94,50.0
AE,UAE,Information Technology,46.8,52.0,50.0,50.0,31.02,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,56.0,48.94,50.0
AE,UAE,Materials,45.75,48.5,50.0,50.0,31.02,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,56.0,48.94,50.0
AE,UAE,Real Estate,44.7,45.0,50.0,50.0,31.02,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,56.0,48.94,50.0
AE,UAE,Utilities,44.7,45.0,50.0,50.0,31.02,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,56.0,48.94,50.0
PH,Philippines,Communication Services,43.7,52.0,50.0,50.0,15.52,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,75.0,3.16,50.0
PH,Philippines,Consumer Discretionary,43.18,50.25,50.0,50.0,15.52,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,75.0,3.16,50.0
PH,Philippines,Consumer Staples,43.18,50.25,50.0,50.0,15.52,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,75.0,3.16,50.0
PH,Philippines,Energy,42.65,48.5,50.0,50.0,15.52,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,75.0,3.16,50.0
PH,Philippines,Financials,42.65,48.5,50.0,50.0,15.52,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,75.0,3.16,50.0
PH,Philippines,Health Care,42.65,48.5,50.0,50.0,15.52,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,75.0,3.16,50.0
PH,Philippines,Industrials,42.65,48.5,50.0,50.0,15.52,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,75.0,3.16,50.0
PH,Philippines,Information Technology,43.7,52.0,50.0,50.0,15.52,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,75.0,3.16,50.0
PH,Philippines,Materials,42.65,48.5,50.0,50.0,15.52,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,75.0,3.16,50.0
PH,Philippines,Real Estate,41.6,45.0,50.0,50.0,15.52,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,75.0,3.16,50.0
PH,Philippines,Utilities,41.6,45.0,50.0,50.0,15.52,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,75.0,3.16,50.0
MY,Malaysia,Communication Services,43.89,52.0,50.0,50.0,16.46,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,57.0,12.35,50.0
MY,Malaysia,Consumer Discretionary,43.37,50.25,50.0,50.0,16.46,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,57.0,12.35,50.0
MY,Malaysia,Consumer Staples,43.37,50.25,50.0,50.0,16.46,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,57.0,12.35,50.0
MY,Malaysia,Energy,42.84,48.5,50.0,50.0,16.46,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,57.0,12.35,50.0
MY,Malaysia,Financials,42.84,48.5,50.0,50.0,16.46,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,57.0,12.35,50.0
MY,Malaysia,Health Care,42.84,48.5,50.0,50.0,16.46,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,57.0,12.35,50.0
MY,Malaysia,Industrials,42.84,48.5,50.0,50.0,16.46,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,57.0,12.35,50.0
MY,Malaysia,Information Technology,43.89,52.0,50.0,50.0,16.46,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,57.0,12.35,50.0
MY,Malaysia,Materials,42.84,48.5,50.0,50.0,16.46,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,57.0,12.35,50.0
MY,Malaysia,Real Estate,41.79,45.0,50.0,50.0,16.46,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,57.0,12.35,50.0
MY,Malaysia,Utilities,41.79,45.0,50.0,50.0,16.46,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,57.0,12.35,50.0
BD,Bangladesh,Communication Services,43.73,52.0,50.0,50.0,15.65,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,80.0,1.69,50.0
BD,Bangladesh,Consumer Discretionary,43.21,50.25,50.0,50.0,15.65,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,80.0,1.69,50.0
BD,Bangladesh,Consumer Staples,43.21,50.25,50.0,50.0,15.65,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,80.0,1.69,50.0
BD,Bangladesh,Energy,42.68,48.5,50.0,50.0,15.65,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,80.0,1.69,50.0
BD,Bangladesh,Financials,42.68,48.5,50.0,50.0,15.65,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,80.0,1.69,50.0
BD,Bangladesh,Health Care,42.68,48.5,50.0,50.0,15.65,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,80.0,1.69,50.0
BD,Bangladesh,Industrials,42.68,48.5,50.0,50.0,15.65,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,80.0,1.69,50.0
BD,Bangladesh,Information Technology,43.73,52.0,50.0,50.0,15.65,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,80.0,1.69,50.0
BD,Bangladesh,Materials,42.68,48.5,50.0,50.0,15.65,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,80.0,1.69,50.0
BD,Bangladesh,Real Estate,41.63,45.0,50.0,50.0,15.65,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,80.0,1.69,50.0
BD,Bangladesh,Utilities,41.63,45.0,50.0,50.0,15.65,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,80.0,1.69,50.0
VN,Vietnam,Communication Services,43.56,52.0,50.0,50.0,14.8,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,70.0,3.38,50.0
VN,Vietnam,Consumer Discretionary,43.04,50.25,50.0,50.0,14.8,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,70.0,3.38,50.0
VN,Vietnam,Consumer Staples,43.04,50.25,50.0,50.0,14.8,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,70.0,3.38,50.0
VN,Vietnam,Energy,42.51,48.5,50.0,50.0,14.8,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,70.0,3.38,50.0
VN,Vietnam,Financials,42.51,48.5,50.0,50.0,14.8,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,70.0,3.38,50.0
VN,Vietnam,Health Care,42.51,48.5,50.0,50.0,14.8,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,70.0,3.38,50.0
VN,Vietnam,Industrials,42.51,48.5,50.0,50.0,14.8,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,70.0,3.38,50.0
VN,Vietnam,Information Technology,43.56,52.0,50.0,50.0,14.8,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,70.0,3.38,50.0
VN,Vietnam,Materials,42.51,48.5,50.0,50.0,14.8,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,70.0,3.38,50.0
VN,Vietnam,Real Estate,41.46,45.0,50.0,50.0,14.8,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,70.0,3.38,50.0
VN,Vietnam,Utilities,41.46,45.0,50.0,50.0,14.8,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,70.0,3.38,50.0
DK,Denmark,Communication Services,47.8,52.0,50.0,50.0,36.01,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,38.0,68.52,50.0
DK,Denmark,Consumer Discretionary,47.28,50.25,50.0,50.0,36.01,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,38.0,68.52,50.0
DK,Denmark,Consumer Staples,47.28,50.25,50.0,50.0,36.01,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,38.0,68.52,50.0
DK,Denmark,Energy,46.75,48.5,50.0,50.0,36.01,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,38.0,68.52,50.0
DK,Denmark,Financials,46.75,48.5,50.0,50.0,36.01,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,38.0,68.52,50.0
DK,Denmark,Health Care,46.75,48.5,50.0,50.0,36.01,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,38.0,68.52,50.0
DK,Denmark,Industrials,46.75,48.5,50.0,50.0,36.01,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,38.0,68.52,50.0
DK,Denmark,Information Technology,47.8,52.0,50.0,50.0,36.01,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,38.0,68.52,50.0
DK,Denmark,Materials,46.75,48.5,50.0,50.0,36.01,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,38.0,68.52,50.0
DK,Denmark,Real Estate,45.7,45.0,50.0,50.0,36.01,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,38.0,68.52,50.0
DK,Denmark,Utilities,45.7,45.0,50.0,50.0,36.01,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,38.0,68.52,50.0
CL,Chile,Communication Services,43.15,52.0,50.0,50.0,12.73,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,22.0,16.51,50.0
CL,Chile,Consumer Discretionary,42.62,50.25,50.0,50.0,12.73,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,16.51,50.0
CL,Chile,Consumer Staples,42.62,50.25,50.0,50.0,12.73,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,16.51,50.0
CL,Chile,Energy,42.1,48.5,50.0,50.0,12.73,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,16.51,50.0
CL,Chile,Financials,42.1,48.5,50.0,50.0,12.73,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,16.51,50.0
CL,Chile,Health Care,42.1,48.5,50.0,50.0,12.73,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,16.51,50.0
CL,Chile,Industrials,42.1,48.5,50.0,50.0,12.73,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,16.51,50.0
CL,Chile,Information Technology,43.15,52.0,50.0,50.0,12.73,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,22.0,16.51,50.0
CL,Chile,Materials,42.1,48.5,50.0,50.0,12.73,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,22.0,16.51,50.0
CL,Chile,Real Estate,41.05,45.0,50.0,50.0,12.73,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,22.0,16.51,50.0
CL,Chile,Utilities,41.05,45.0,50.0,50.0,12.73,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,22.0,16.51,50.0
CO,Colombia,Communication Services,42.44,52.0,50.0,50.0,9.2,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,26.0,6.11,50.0
CO,Colombia,Consumer Discretionary,41.92,50.25,50.0,50.0,9.2,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,6.11,50.0
CO,Colombia,Consumer Staples,41.92,50.25,50.0,50.0,9.2,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,6.11,50.0
CO,Colombia,Energy,41.39,48.5,50.0,50.0,9.2,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,6.11,50.0
CO,Colombia,Financials,41.39,48.5,50.0,50.0,9.2,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,6.11,50.0
CO,Colombia,Health Care,41.39,48.5,50.0,50.0,9.2,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,6.11,50.0
CO,Colombia,Industrials,41.39,48.5,50.0,50.0,9.2,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,6.11,50.0
CO,Colombia,Information Technology,42.44,52.0,50.0,50.0,9.2,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,26.0,6.11,50.0
CO,Colombia,Materials,41.39,48.5,50.0,50.0,9.2,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,6.11,50.0
CO,Colombia,Real Estate,40.34,45.0,50.0,50.0,9.2,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,26.0,6.11,50.0
CO,Colombia,Utilities,40.34,45.0,50.0,50.0,9.2,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,26.0,6.11,50.0
ZA,South Africa,Communication Services,42.37,52.0,50.0,50.0,8.83,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,26.0,5.15,50.0
ZA,South Africa,Consumer Discretionary,41.84,50.25,50.0,50.0,8.83,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,5.15,50.0
ZA,South Africa,Consumer Staples,41.84,50.25,50.0,50.0,8.83,0,[],45.0,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,5.15,50.0
ZA,South Africa,Energy,41.32,48.5,50.0,50.0,8.83,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,5.15,50.0
ZA,South Africa,Financials,41.32,48.5,50.0,50.0,8.83,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,5.15,50.0
ZA,South Africa,Health Care,41.32,48.5,50.0,50.0,8.83,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,5.15,50.0
ZA,South Africa,Industrials,41.32,48.5,50.0,50.0,8.83,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,5.15,50.0
ZA,South Africa,Information Technology,42.37,52.0,50.0,50.0,8.83,0,[],47.5,62.5,2.5,4.0,3.0,50.0,,,,,,26.0,5.15,50.0
ZA,South Africa,Materials,41.32,48.5,50.0,50.0,8.83,0,[],42.5,62.5,2.5,3.0,3.0,50.0,,,,,,26.0,5.15,50.0
ZA,South Africa,Real Estate,40.27,45.0,50.0,50.0,8.83,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,26.0,5.15,50.0
ZA,South Africa,Utilities,40.27,45.0,50.0,50.0,8.83,0,[],37.5,62.5,2.5,2.0,3.0,50.0,,,,,,26.0,5.15,50.0
